ID:639 has a score of 4.33, Letter grade: F
ID:498 has a score of 69.67, Letter grade: D
ID:264 has a score of 70.0, Letter grade: C
ID:949 has a score of 70.0, Letter grade: C
ID:366 has a score of 70.0, Letter grade: C
ID:894 has a score of 70.0, Letter grade: C
ID:566 has a score of 70.0, Letter grade: C
ID:787 has a score of 70.0, Letter grade: C
ID:264 has a score of 70.0, Letter grade: C
ID:949 has a score of 70.0, Letter grade: C
ID:366 has a score of 70.0, Letter grade: C
ID:894 has a score of 70.0, Letter grade: C
ID:566 has a score of 70.0, Letter grade: C
ID:787 has a score of 70.0, Letter grade: C
ID:264 has a score of 70.0, Letter grade: C
ID:949 has a score of 70.0, Letter grade: C
ID:366 has a score of 70.0, Letter grade: C
ID:894 has a score of 70.0, Letter grade: C
ID:566 has a score of 70.0, Letter grade: C
ID:787 has a score of 70.0, Letter grade: C
ID:264 has a score of 70.0, Letter grade: C
ID:949 has a score of 70.0, Letter grade: C
ID:366 has a score of 70.0, Letter grade: C
ID:894 has a score of 70.0, Letter grade: C
ID:566 has a score of 70.0, Letter grade: C
ID:787 has a score of 70.0, Letter grade: C
ID:264 has a score of 70.0, Letter grade: C
ID:949 has a score of 70.0, Letter grade: C
ID:366 has a score of 70.0, Letter grade: C
ID:894 has a score of 70.0, Letter grade: C
ID:566 has a score of 70.0, Letter grade: C
ID:787 has a score of 70.0, Letter grade: C
ID:264 has a score of 70.0, Letter grade: C
ID:949 has a score of 70.0, Letter grade: C
ID:366 has a score of 70.0, Letter grade: C
ID:894 has a score of 70.0, Letter grade: C
ID:566 has a score of 70.0, Letter grade: C
ID:787 has a score of 70.0, Letter grade: C
ID:600 has a score of 70.33, Letter grade: C
ID:959 has a score of 70.33, Letter grade: C
ID:255 has a score of 70.33, Letter grade: C
ID:293 has a score of 70.33, Letter grade: C
ID:217 has a score of 70.33, Letter grade: C
ID:688 has a score of 70.33, Letter grade: C
ID:660 has a score of 70.33, Letter grade: C
ID:887 has a score of 70.33, Letter grade: C
ID:600 has a score of 70.33, Letter grade: C
ID:959 has a score of 70.33, Letter grade: C
ID:255 has a score of 70.33, Letter grade: C
ID:293 has a score of 70.33, Letter grade: C
ID:217 has a score of 70.33, Letter grade: C
ID:688 has a score of 70.33, Letter grade: C
ID:660 has a score of 70.33, Letter grade: C
ID:887 has a score of 70.33, Letter grade: C
ID:600 has a score of 70.33, Letter grade: C
ID:959 has a score of 70.33, Letter grade: C
ID:255 has a score of 70.33, Letter grade: C
ID:293 has a score of 70.33, Letter grade: C
ID:217 has a score of 70.33, Letter grade: C
ID:688 has a score of 70.33, Letter grade: C
ID:660 has a score of 70.33, Letter grade: C
ID:887 has a score of 70.33, Letter grade: C
ID:600 has a score of 70.33, Letter grade: C
ID:959 has a score of 70.33, Letter grade: C
ID:255 has a score of 70.33, Letter grade: C
ID:293 has a score of 70.33, Letter grade: C
ID:217 has a score of 70.33, Letter grade: C
ID:688 has a score of 70.33, Letter grade: C
ID:660 has a score of 70.33, Letter grade: C
ID:887 has a score of 70.33, Letter grade: C
ID:600 has a score of 70.33, Letter grade: C
ID:959 has a score of 70.33, Letter grade: C
ID:255 has a score of 70.33, Letter grade: C
ID:293 has a score of 70.33, Letter grade: C
ID:217 has a score of 70.33, Letter grade: C
ID:688 has a score of 70.33, Letter grade: C
ID:660 has a score of 70.33, Letter grade: C
ID:887 has a score of 70.33, Letter grade: C
ID:600 has a score of 70.33, Letter grade: C
ID:959 has a score of 70.33, Letter grade: C
ID:255 has a score of 70.33, Letter grade: C
ID:293 has a score of 70.33, Letter grade: C
ID:217 has a score of 70.33, Letter grade: C
ID:688 has a score of 70.33, Letter grade: C
ID:660 has a score of 70.33, Letter grade: C
ID:887 has a score of 70.33, Letter grade: C
ID:600 has a score of 70.33, Letter grade: C
ID:959 has a score of 70.33, Letter grade: C
ID:255 has a score of 70.33, Letter grade: C
ID:293 has a score of 70.33, Letter grade: C
ID:217 has a score of 70.33, Letter grade: C
ID:688 has a score of 70.33, Letter grade: C
ID:660 has a score of 70.33, Letter grade: C
ID:887 has a score of 70.33, Letter grade: C
ID:600 has a score of 70.33, Letter grade: C
ID:959 has a score of 70.33, Letter grade: C
ID:255 has a score of 70.33, Letter grade: C
ID:293 has a score of 70.33, Letter grade: C
ID:217 has a score of 70.33, Letter grade: C
ID:688 has a score of 70.33, Letter grade: C
ID:660 has a score of 70.33, Letter grade: C
ID:887 has a score of 70.33, Letter grade: C
ID:625 has a score of 70.67, Letter grade: C
ID:380 has a score of 70.67, Letter grade: C
ID:827 has a score of 70.67, Letter grade: C
ID:634 has a score of 70.67, Letter grade: C
ID:504 has a score of 70.67, Letter grade: C
ID:387 has a score of 70.67, Letter grade: C
ID:823 has a score of 70.67, Letter grade: C
ID:625 has a score of 70.67, Letter grade: C
ID:380 has a score of 70.67, Letter grade: C
ID:827 has a score of 70.67, Letter grade: C
ID:634 has a score of 70.67, Letter grade: C
ID:504 has a score of 70.67, Letter grade: C
ID:387 has a score of 70.67, Letter grade: C
ID:823 has a score of 70.67, Letter grade: C
ID:625 has a score of 70.67, Letter grade: C
ID:380 has a score of 70.67, Letter grade: C
ID:827 has a score of 70.67, Letter grade: C
ID:634 has a score of 70.67, Letter grade: C
ID:504 has a score of 70.67, Letter grade: C
ID:387 has a score of 70.67, Letter grade: C
ID:823 has a score of 70.67, Letter grade: C
ID:625 has a score of 70.67, Letter grade: C
ID:380 has a score of 70.67, Letter grade: C
ID:827 has a score of 70.67, Letter grade: C
ID:634 has a score of 70.67, Letter grade: C
ID:504 has a score of 70.67, Letter grade: C
ID:387 has a score of 70.67, Letter grade: C
ID:823 has a score of 70.67, Letter grade: C
ID:625 has a score of 70.67, Letter grade: C
ID:380 has a score of 70.67, Letter grade: C
ID:827 has a score of 70.67, Letter grade: C
ID:634 has a score of 70.67, Letter grade: C
ID:504 has a score of 70.67, Letter grade: C
ID:387 has a score of 70.67, Letter grade: C
ID:823 has a score of 70.67, Letter grade: C
ID:625 has a score of 70.67, Letter grade: C
ID:380 has a score of 70.67, Letter grade: C
ID:827 has a score of 70.67, Letter grade: C
ID:634 has a score of 70.67, Letter grade: C
ID:504 has a score of 70.67, Letter grade: C
ID:387 has a score of 70.67, Letter grade: C
ID:823 has a score of 70.67, Letter grade: C
ID:625 has a score of 70.67, Letter grade: C
ID:380 has a score of 70.67, Letter grade: C
ID:827 has a score of 70.67, Letter grade: C
ID:634 has a score of 70.67, Letter grade: C
ID:504 has a score of 70.67, Letter grade: C
ID:387 has a score of 70.67, Letter grade: C
ID:823 has a score of 70.67, Letter grade: C
ID:602 has a score of 71.0, Letter grade: C
ID:374 has a score of 71.0, Letter grade: C
ID:493 has a score of 71.0, Letter grade: C
ID:747 has a score of 71.0, Letter grade: C
ID:602 has a score of 71.0, Letter grade: C
ID:374 has a score of 71.0, Letter grade: C
ID:493 has a score of 71.0, Letter grade: C
ID:747 has a score of 71.0, Letter grade: C
ID:602 has a score of 71.0, Letter grade: C
ID:374 has a score of 71.0, Letter grade: C
ID:493 has a score of 71.0, Letter grade: C
ID:747 has a score of 71.0, Letter grade: C
ID:602 has a score of 71.0, Letter grade: C
ID:374 has a score of 71.0, Letter grade: C
ID:493 has a score of 71.0, Letter grade: C
ID:747 has a score of 71.0, Letter grade: C
ID:432 has a score of 71.33, Letter grade: C
ID:370 has a score of 71.33, Letter grade: C
ID:140 has a score of 71.33, Letter grade: C
ID:918 has a score of 71.33, Letter grade: C
ID:459 has a score of 71.33, Letter grade: C
ID:313 has a score of 71.33, Letter grade: C
ID:432 has a score of 71.33, Letter grade: C
ID:370 has a score of 71.33, Letter grade: C
ID:140 has a score of 71.33, Letter grade: C
ID:918 has a score of 71.33, Letter grade: C
ID:459 has a score of 71.33, Letter grade: C
ID:313 has a score of 71.33, Letter grade: C
ID:432 has a score of 71.33, Letter grade: C
ID:370 has a score of 71.33, Letter grade: C
ID:140 has a score of 71.33, Letter grade: C
ID:918 has a score of 71.33, Letter grade: C
ID:459 has a score of 71.33, Letter grade: C
ID:313 has a score of 71.33, Letter grade: C
ID:432 has a score of 71.33, Letter grade: C
ID:370 has a score of 71.33, Letter grade: C
ID:140 has a score of 71.33, Letter grade: C
ID:918 has a score of 71.33, Letter grade: C
ID:459 has a score of 71.33, Letter grade: C
ID:313 has a score of 71.33, Letter grade: C
ID:432 has a score of 71.33, Letter grade: C
ID:370 has a score of 71.33, Letter grade: C
ID:140 has a score of 71.33, Letter grade: C
ID:918 has a score of 71.33, Letter grade: C
ID:459 has a score of 71.33, Letter grade: C
ID:313 has a score of 71.33, Letter grade: C
ID:432 has a score of 71.33, Letter grade: C
ID:370 has a score of 71.33, Letter grade: C
ID:140 has a score of 71.33, Letter grade: C
ID:918 has a score of 71.33, Letter grade: C
ID:459 has a score of 71.33, Letter grade: C
ID:313 has a score of 71.33, Letter grade: C
ID:753 has a score of 71.67, Letter grade: C
ID:806 has a score of 72.0, Letter grade: C
ID:862 has a score of 72.0, Letter grade: C
ID:806 has a score of 72.0, Letter grade: C
ID:862 has a score of 72.0, Letter grade: C
ID:307 has a score of 72.33, Letter grade: C
ID:859 has a score of 72.33, Letter grade: C
ID:379 has a score of 72.33, Letter grade: C
ID:424 has a score of 72.33, Letter grade: C
ID:307 has a score of 72.33, Letter grade: C
ID:859 has a score of 72.33, Letter grade: C
ID:379 has a score of 72.33, Letter grade: C
ID:424 has a score of 72.33, Letter grade: C
ID:307 has a score of 72.33, Letter grade: C
ID:859 has a score of 72.33, Letter grade: C
ID:379 has a score of 72.33, Letter grade: C
ID:424 has a score of 72.33, Letter grade: C
ID:307 has a score of 72.33, Letter grade: C
ID:859 has a score of 72.33, Letter grade: C
ID:379 has a score of 72.33, Letter grade: C
ID:424 has a score of 72.33, Letter grade: C
ID:978 has a score of 72.67, Letter grade: C
ID:666 has a score of 73.0, Letter grade: C
ID:453 has a score of 73.0, Letter grade: C
ID:666 has a score of 73.0, Letter grade: C
ID:453 has a score of 73.0, Letter grade: C
ID:554 has a score of 74.0, Letter grade: C
ID:772 has a score of 74.0, Letter grade: C
ID:368 has a score of 74.0, Letter grade: C
ID:630 has a score of 74.0, Letter grade: C
ID:902 has a score of 74.0, Letter grade: C
ID:396 has a score of 74.0, Letter grade: C
ID:554 has a score of 74.0, Letter grade: C
ID:772 has a score of 74.0, Letter grade: C
ID:368 has a score of 74.0, Letter grade: C
ID:630 has a score of 74.0, Letter grade: C
ID:902 has a score of 74.0, Letter grade: C
ID:396 has a score of 74.0, Letter grade: C
ID:554 has a score of 74.0, Letter grade: C
ID:772 has a score of 74.0, Letter grade: C
ID:368 has a score of 74.0, Letter grade: C
ID:630 has a score of 74.0, Letter grade: C
ID:902 has a score of 74.0, Letter grade: C
ID:396 has a score of 74.0, Letter grade: C
ID:554 has a score of 74.0, Letter grade: C
ID:772 has a score of 74.0, Letter grade: C
ID:368 has a score of 74.0, Letter grade: C
ID:630 has a score of 74.0, Letter grade: C
ID:902 has a score of 74.0, Letter grade: C
ID:396 has a score of 74.0, Letter grade: C
ID:554 has a score of 74.0, Letter grade: C
ID:772 has a score of 74.0, Letter grade: C
ID:368 has a score of 74.0, Letter grade: C
ID:630 has a score of 74.0, Letter grade: C
ID:902 has a score of 74.0, Letter grade: C
ID:396 has a score of 74.0, Letter grade: C
ID:554 has a score of 74.0, Letter grade: C
ID:772 has a score of 74.0, Letter grade: C
ID:368 has a score of 74.0, Letter grade: C
ID:630 has a score of 74.0, Letter grade: C
ID:902 has a score of 74.0, Letter grade: C
ID:396 has a score of 74.0, Letter grade: C
ID:800 has a score of 74.33, Letter grade: C
ID:150 has a score of 74.33, Letter grade: C
ID:875 has a score of 74.33, Letter grade: C
ID:800 has a score of 74.33, Letter grade: C
ID:150 has a score of 74.33, Letter grade: C
ID:875 has a score of 74.33, Letter grade: C
ID:800 has a score of 74.33, Letter grade: C
ID:150 has a score of 74.33, Letter grade: C
ID:875 has a score of 74.33, Letter grade: C
ID:636 has a score of 74.67, Letter grade: C
ID:958 has a score of 74.67, Letter grade: C
ID:636 has a score of 74.67, Letter grade: C
ID:958 has a score of 74.67, Letter grade: C
ID:135 has a score of 75.0, Letter grade: C
ID:794 has a score of 75.0, Letter grade: C
ID:503 has a score of 75.0, Letter grade: C
ID:135 has a score of 75.0, Letter grade: C
ID:794 has a score of 75.0, Letter grade: C
ID:503 has a score of 75.0, Letter grade: C
ID:135 has a score of 75.0, Letter grade: C
ID:794 has a score of 75.0, Letter grade: C
ID:503 has a score of 75.0, Letter grade: C
ID:931 has a score of 75.33, Letter grade: C
ID:819 has a score of 75.33, Letter grade: C
ID:988 has a score of 75.33, Letter grade: C
ID:430 has a score of 75.33, Letter grade: C
ID:989 has a score of 75.33, Letter grade: C
ID:931 has a score of 75.33, Letter grade: C
ID:819 has a score of 75.33, Letter grade: C
ID:988 has a score of 75.33, Letter grade: C
ID:430 has a score of 75.33, Letter grade: C
ID:989 has a score of 75.33, Letter grade: C
ID:931 has a score of 75.33, Letter grade: C
ID:819 has a score of 75.33, Letter grade: C
ID:988 has a score of 75.33, Letter grade: C
ID:430 has a score of 75.33, Letter grade: C
ID:989 has a score of 75.33, Letter grade: C
ID:931 has a score of 75.33, Letter grade: C
ID:819 has a score of 75.33, Letter grade: C
ID:988 has a score of 75.33, Letter grade: C
ID:430 has a score of 75.33, Letter grade: C
ID:989 has a score of 75.33, Letter grade: C
ID:931 has a score of 75.33, Letter grade: C
ID:819 has a score of 75.33, Letter grade: C
ID:988 has a score of 75.33, Letter grade: C
ID:430 has a score of 75.33, Letter grade: C
ID:989 has a score of 75.33, Letter grade: C
ID:291 has a score of 75.67, Letter grade: C
ID:329 has a score of 75.67, Letter grade: C
ID:291 has a score of 75.67, Letter grade: C
ID:329 has a score of 75.67, Letter grade: C
ID:544 has a score of 76.33, Letter grade: C
ID:649 has a score of 76.33, Letter grade: C
ID:640 has a score of 76.33, Letter grade: C
ID:544 has a score of 76.33, Letter grade: C
ID:649 has a score of 76.33, Letter grade: C
ID:640 has a score of 76.33, Letter grade: C
ID:544 has a score of 76.33, Letter grade: C
ID:649 has a score of 76.33, Letter grade: C
ID:640 has a score of 76.33, Letter grade: C
ID:510 has a score of 76.67, Letter grade: C
ID:114 has a score of 76.67, Letter grade: C
ID:272 has a score of 76.67, Letter grade: C
ID:510 has a score of 76.67, Letter grade: C
ID:114 has a score of 76.67, Letter grade: C
ID:272 has a score of 76.67, Letter grade: C
ID:510 has a score of 76.67, Letter grade: C
ID:114 has a score of 76.67, Letter grade: C
ID:272 has a score of 76.67, Letter grade: C
ID:745 has a score of 77.33, Letter grade: C
ID:360 has a score of 77.33, Letter grade: C
ID:745 has a score of 77.33, Letter grade: C
ID:360 has a score of 77.33, Letter grade: C
ID:700 has a score of 77.67, Letter grade: C
ID:966 has a score of 78.0, Letter grade: C
ID:162 has a score of 78.0, Letter grade: C
ID:186 has a score of 78.0, Letter grade: C
ID:100 has a score of 78.0, Letter grade: C
ID:966 has a score of 78.0, Letter grade: C
ID:162 has a score of 78.0, Letter grade: C
ID:186 has a score of 78.0, Letter grade: C
ID:100 has a score of 78.0, Letter grade: C
ID:966 has a score of 78.0, Letter grade: C
ID:162 has a score of 78.0, Letter grade: C
ID:186 has a score of 78.0, Letter grade: C
ID:100 has a score of 78.0, Letter grade: C
ID:966 has a score of 78.0, Letter grade: C
ID:162 has a score of 78.0, Letter grade: C
ID:186 has a score of 78.0, Letter grade: C
ID:100 has a score of 78.0, Letter grade: C
ID:412 has a score of 78.67, Letter grade: C
ID:836 has a score of 78.67, Letter grade: C
ID:420 has a score of 78.67, Letter grade: C
ID:813 has a score of 78.67, Letter grade: C
ID:412 has a score of 78.67, Letter grade: C
ID:836 has a score of 78.67, Letter grade: C
ID:420 has a score of 78.67, Letter grade: C
ID:813 has a score of 78.67, Letter grade: C
ID:412 has a score of 78.67, Letter grade: C
ID:836 has a score of 78.67, Letter grade: C
ID:420 has a score of 78.67, Letter grade: C
ID:813 has a score of 78.67, Letter grade: C
ID:412 has a score of 78.67, Letter grade: C
ID:836 has a score of 78.67, Letter grade: C
ID:420 has a score of 78.67, Letter grade: C
ID:813 has a score of 78.67, Letter grade: C
ID:458 has a score of 79.0, Letter grade: C
